TimeStamp,GBVibForward,GBVibLateral,GBVibVertical,addVibForward,addVibLateral,addVibVertical
2017/05/24_12:10:22.106,-1015.101,106.994,-8.723,0,,
2017/05/24_12:10:22.111,-1017.297,106.689,-8.113,0,,
2017/05/24_12:10:22.116,-1018.883,107.299,-8.723,0,,
2017/05/24_12:10:22.121,-1016.138,106.994,-6.161,0,,
2017/05/24_12:10:22.126,-1019.554,107.909,-9.15,0,,
2017/05/24_12:10:22.131,-1015.711,107.726,-6.832,0,,
2017/05/24_12:10:22.136,-1017.175,107.238,-5.551,0,,
2017/05/24_12:10:22.141,-1018.273,106.018,-4.453,0,,
2017/05/24_12:10:22.146,-1017.053,106.506,-8.601,0,,
2017/05/24_12:10:22.151,-1018.456,108.946,-6.954,0,,
2017/05/24_12:10:22.156,-1016.809,108.946,-7.625,0,,
2017/05/24_12:10:22.161,-1019.066,106.933,-7.32,0,,
2017/05/24_12:10:22.166,-1018.395,109.129,-7.991,0,,
2017/05/24_12:10:22.171,-1018.517,108.153,-8.052,0,,
2017/05/24_12:10:22.176,-1019.371,104.493,-7.198,0,,
2017/05/24_12:10:22.181,-1018.212,106.811,-8.845,0,,
2017/05/24_12:10:22.186,-1017.175,105.164,-5.856,0,,
2017/05/24_12:10:22.191,-1015.589,107.421,-6.954,0,,
2017/05/24_12:10:22.196,-1017.846,105.591,-5.551,0,,
2017/05/24_12:10:22.201,-1016.992,105.896,-8.845,0,,
2017/05/24_12:10:22.206,-1017.724,106.933,-7.442,0,,
2017/05/24_12:10:22.211,-1016.687,104.554,-10.736,0,,
2017/05/24_12:10:22.216,-1018.822,106.628,-6.1,0,,
2017/05/24_12:10:22.221,-1018.578,105.408,-9.089,0,,
2017/05/24_12:10:22.226,-1015.345,106.811,-6.771,0,,
2017/05/24_12:10:22.231,-1020.225,105.591,-7.198,0,,
2017/05/24_12:10:22.236,-1018.7,105.286,-9.394,0,,
2017/05/24_12:10:22.241,-1019.31,104.798,-7.198,0,,
2017/05/24_12:10:22.246,-1016.26,104.493,-6.771,0,,
2017/05/24_12:10:22.251,-1015.772,105.896,-6.893,0,,
2017/05/24_12:10:22.256,-1017.236,104.798,-6.344,0,,
2017/05/24_12:10:22.261,-1017.663,103.944,-7.259,0,,
2017/05/24_12:10:22.266,-1015.223,105.896,-7.747,0,,
2017/05/24_12:10:22.271,-1017.785,110.166,-6.1,0,,
2017/05/24_12:10:22.276,-1019.127,102.236,-7.076,0,,
2017/05/24_12:10:22.281,-1017.663,104.859,-8.296,0,,
2017/05/24_12:10:22.286,-1017.419,105.164,-8.296,0,,
2017/05/24_12:10:22.291,-1015.101,105.469,-7.259,0,,
2017/05/24_12:10:22.296,-1017.663,106.323,-6.405,0,,
2017/05/24_12:10:22.301,-1017.846,106.14,-7.93,0,,
2017/05/24_12:10:22.306,-1017.358,108.946,-7.564,0,,
2017/05/24_12:10:22.311,-1016.321,104.188,-6.771,0,,
2017/05/24_12:10:22.316,-1019.432,108.397,-5.185,0,,
2017/05/24_12:10:22.321,-1017.236,106.14,-9.577,0,,
2017/05/24_12:10:22.326,-1014.979,106.262,-8.479,0,,
2017/05/24_12:10:22.331,-1021.872,105.286,-9.699,0,,
2017/05/24_12:10:22.336,-1016.626,106.506,-8.479,0,,
2017/05/24_12:10:22.341,-1016.199,105.042,-5.795,0,,
2017/05/24_12:10:22.346,-1019.31,105.591,-8.052,0,,
2017/05/24_12:10:22.351,-1018.456,106.018,-6.222,0,,
2017/05/24_12:10:22.356,-1016.87,108.275,-8.418,0,,
2017/05/24_12:10:22.361,-1019.066,101.748,-8.296,0,,
2017/05/24_12:10:22.366,-1018.212,105.835,-6.588,0,,
2017/05/24_12:10:22.371,-1018.578,105.347,-6.71,0,,
2017/05/24_12:10:22.376,-1019.92,109.434,-7.564,0,,
2017/05/24_12:10:22.381,-1017.419,105.774,-8.113,0,,
2017/05/24_12:10:22.386,-1019.92,104.737,-7.015,0,,
2017/05/24_12:10:22.391,-1015.711,106.262,-6.466,0,,
2017/05/24_12:10:22.396,-1020.774,105.042,-8.174,0,,
2017/05/24_12:10:22.401,-1017.419,106.201,-5.734,0,,
2017/05/24_12:10:22.406,-1020.286,106.872,-7.869,0,,
2017/05/24_12:10:22.411,-1017.358,104.798,-7.381,0,,
2017/05/24_12:10:22.416,-1018.334,107.116,-7.686,0,,
2017/05/24_12:10:22.421,-1020.164,106.994,-8.418,0,,
2017/05/24_12:10:22.426,-1020.652,104.615,-6.466,0,,
2017/05/24_12:10:22.431,-1017.785,106.323,-6.405,0,,
2017/05/24_12:10:22.436,-1016.565,107.238,-8.54,0,,
2017/05/24_12:10:22.441,-1016.016,104.432,-6.832,0,,
